artist,genres
Gminxr,"['punjabi hip hop', 'punjabi pop', 'bhangra', 'desi', 'desi hip hop', 'desi pop']"
Goldband,['nederpop']
Golden Drops,"['2008 universal fire victim', 'dutch', 'hard rock', 'nederbeat', 'new wave', 'pop rock', 'progressive rock', 'rock']"
Gonzalo Genek,['latin hip hop']
Gonzo,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Gordo,"['afro house', 'latin house']"
Govind Vasantha,"['tamil pop', 'mollywood', 'kollywood', 'malayalam hip hop', 'malayalam pop']"
Gow Tribe,[]
Grab,[]
Grace Liu,[]
Grace Lokwa,"['african gospel', 'gospel']"
Gracie Abrams,"['bedroom pop', 'folk pop', 'pop', 'singer-songwriter']"
Grand Corps Malade,"['variété française', 'chanson', 'french pop', 'french house']"
Gravagerz,[]
Gravii,[]
Gray,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']"
Green Montana,[]
GreenD,"['vietnamese lo-fi', 'v-pop', 'vinahouse']"
Greg Kurstin,"['punjabi pop', 'punjabi hip hop']"
Gregory Oberle,['lullaby']
Grelo,"['seresta', 'arrocha', 'piseiro', 'forró', 'brega', 'sertanejo']"
Grey,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']"
Grey Sample Library,[]
Gringo Bamba,[]
Groove Dealers,"['phonk', 'memphis rap']"
Groovie Lã Thắng,"['vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'v-pop']"
"Grover Washington, Jr.","['smooth jazz', 'soul jazz']"
Grupo Ensamble,"['cumbia sonidera', 'cumbia']"
Grupo Firme,"['banda', 'corrido', 'norteño', 'sierreño', 'grupera', 'música mexicana', 'corridos bélicos', 'corridos tumbados']"
Grupo Frontera,"['cumbia norteña', 'banda', 'norteño', 'música mexicana', 'corrido', 'corridos tumbados', 'grupera', 'corridos bélicos', 'tejano']"
Grupo Marca Registrada,"['corrido', 'corridos bélicos', 'corridos tumbados', 'electro corridos', 'banda', 'norteño', 'música mexicana', 'sad sierreño', 'sierreño']"
Grupo Menos É Mais,"['pagode', 'samba']"
Grupo Niche,"['salsa', 'salsa romantica', 'merengue']"
Gruppa Skryptonite,[]
Grus,[]
Guang,"['vinahouse', 'v-pop']"
Guga K,"['audiobook', 'author', 'deu', 'fantasy', 'has german audiobooks', 'non-musician', 'terf', 'uk']"
Guilherme & Benuto,"['sertanejo', 'sertanejo universitário', 'agronejo', 'arrocha', 'piseiro']"
Gunna,['melodic rap']
Gur Sidhu,"['punjabi pop', 'punjabi hip hop', 'bhangra']"
Gurinder Gill,"['punjabi hip hop', 'punjabi pop', 'bhangra', 'desi', 'desi hip hop', 'desi pop']"
Gurlez Akhtar,"['bhangra', 'punjabi pop', 'punjabi hip hop', 'haryanvi pop']"
Gurnazar,[]
Gurpreet Saini,"['hindi pop', 'bollywood']"
Guru Randhawa,"['bhangra', 'punjabi pop', 'desi', 'bollywood', 'hindi pop', 'desi pop']"
Gustav,['german hip hop']
Gustavo Mioto,"['sertanejo', 'sertanejo universitário', 'arrocha', 'agronejo']"
Gusttavo Lima,"['sertanejo', 'sertanejo universitário', 'arrocha', 'agronejo', 'piseiro', 'forró']"
Guy Mazig,['mizrahi']
Guy Sigsworth,"['ambient', 'classical', 'electronic', 'instrumental']"
Guy-Manuel de Homem-Christo,"['electronic', 'french house']"
Guy2Bezbar,['pop urbaine']
Guyon Waton,"['lagu jawa', 'dangdut', 'funkot']"
Guzior,[]
Guè,['italian trap']
Gxxfy,"['vietnamese hip hop', 'v-pop']"
Gyakie,"['afrobeats', 'afropop', 'afrobeat', 'hiplife', 'asakaa', 'afro soul']"
GyeongseoYeji,['k-ballad']
Gzuz,['german hip hop']
Gökhan Türkmen,"['turkish pop', 'arabesk', 't-pop']"
Güneş,"['turkish hip hop', 'turkish pop']"
H'Hen Niê,['v-pop']
H-Kray,"['vinahouse', 'vietnamese lo-fi', 'v-pop']"
H.A.T,['v-pop']
H.E.R.,['r&b']
H2K,"['vinahouse', 'vietnamese lo-fi', 'v-pop', 'bolero', 'vietnamese bolero']"
H2O Houselak,['vinahouse']
H2O Remix,"['vinahouse', 'v-pop', 'vietnamese lo-fi']"
H2O Vinahouse,"['vinahouse', 'v-pop']"
H3artcrush,[]
HANRORO,['k-rock']
HAON,['k-rap']
HARDY,"['country', 'country rock']"
HAVAL,[]
HBz,"['electronic', 'hardstyle']"
HCMC Conservatory Symphony Orchestra,['v-pop']
HCMC Traditional Orchestra,['v-pop']
HELLMERRY,"['pinoy hip hop', 'pinoy r&b', 'opm']"
HENSY,"['russian pop', 'hip hop']"
HERA Ngọc Hằng,['v-pop']
HIEUTHUHAI,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']"
HIRAIDAI,['j-pop']
HITMAKER,"['agronejo', 'funk pop', 'brazilian pop']"
HNGTOOM,"['vietnamese hip hop', 'vinahouse', 'v-pop']"
HOFMANNITA,[]
HONGBIN,[]
HOZIHO,['k-ballad']
HUGEL,"['latin house', 'afro house', 'tech house']"
HUMBE,[]
HURRYKNG,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
HYBS,['t-pop']
HYOLYN,"['k-pop', 'k-ballad']"
HYUNGWON,[]
Ha Kiem,"['v-pop', 'vietnamese hip hop']"
Ha Linh,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
Ha Phuong,"['vietnamese bolero', 'bolero']"
Haftbefehl,['german hip hop']
Haisam,"['vietnam indie', 'v-pop', 'vietnamese lo-fi']"
Hajaj,['retro soul']
Hakoota,"['v-pop', 'vietnam indie']"
Hal,[]
Hale,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Haley,['v-pop']
Hallie Coggins,[]
Halsey,"['2010s', '2020s', 'alternative pop', 'alternative r&b', 'alternative rock', 'contemporary r&b', 'electropop', 'indie pop', 'pop', 'pop rock', 'queer', 'synth-pop']"
Hamdy Batshan,"['mahraganat', 'egyptian pop', 'egyptian shaabi', 'khaleeji']"
HammAli,[]
HammAli & Navai,[]
Hamo Bika,"['mahraganat', 'egyptian shaabi', 'egyptian pop', 'khaleeji']"
Hamza,['pop urbaine']
Hamza Namira,"['egyptian pop', 'khaleeji', 'gnawa', 'sholawat']"
Han Sara,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']"
Hana Cẩm Tiên,"['vinahouse', 'vietnamese lo-fi', 'v-pop']"
Hanan Ben Ari,['mizrahi']
Hank,"['v-pop', 'vietnamese hip hop']"
Hannah,"[""children's music"", 'country', 'country pop', 'fictional', 'fictitious artist', 'has german audiobooks', 'pop rock', 'teen pop']"
Hannah Laing,[]
Hannah Mae,['nederpop']
Hannes,"['folk', 'german', 'heute hier morgen dort', 'liedermacher', 'singer-songwriter']"
Hansika Pareek,"['indian indie', 'hindi indie']"
Hansraj Raghuwanshi,"['bhajan', 'devotional']"
Hanumankind,"['malayalam hip hop', 'desi hip hop']"
Haozi,['vinahouse']
Happi,"['african gospel', 'gospel', 'christian hip hop', 'gospel r&b']"
Happy Jazzman,"['amapiano', 'gqom']"
Hard GZ,[]
Haribo19,['german hip hop']
Harmonie,[]
Harnoor,['punjabi pop']
Harrdy Sandhu,"['punjabi pop', 'bhangra', 'desi pop', 'desi', 'hindi pop', 'bollywood']"
Harry Styles,"['2020s', 'funk', 'new wave', 'nuno', 'pop', 'rock', 'soft rock', 'soul', 'synth-pop']"
Harshdeep Kaur,"['bollywood', 'desi', 'hindi pop']"
Hasan Raheem,"['indian indie', 'hindi indie', 'desi', 'desi hip hop', 'desi pop', 'hindi hip hop']"
Hassan El Kholaey,"['mahraganat', 'egyptian pop', 'egyptian shaabi', 'khaleeji']"
Hassan Shakosh,"['mahraganat', 'egyptian pop', 'khaleeji', 'egyptian shaabi']"
Hatik,['pop urbaine']
Hava,"['german', 'hip hop', 'rap']"
Hawak,['vinahouse']
Hayho,['v-pop']
Haze,"['vietnamese hip hop', 'vietnam indie', 'drill', 'v-pop']"
Healy After Dark,"['opm', 'harana', 'pinoy indie']"
Hebe Tien,"['mandopop', 'c-pop', 'taiwanese pop']"
Heijan,"['turkish hip hop', 'turkish pop', 'drill']"
Heize,"['k-ballad', 'k-pop']"
Helena,[]
Hemant Faujdar,['haryanvi pop']
Hendra Kumbara,"['lagu jawa', 'dangdut']"
Henrique & Juliano,"['sertanejo', 'sertanejo universitário', 'arrocha', 'agronejo']"
Henry Freitas,"['forró', 'piseiro', 'arrocha', 'seresta', 'sertanejo']"
Henry Moodie,['pop']
Heo Hoy Kyung,['k-ballad']
Hermanos Gutiérrez,['ambient americana']
Hesham Abdul Wahab,"['mollywood', 'malayalam pop', 'tollywood', 'telugu pop']"
Heuss L'enfoiré,['pop urbaine']
Hev Abi,"['pinoy hip hop', 'pinoy r&b', 'opm', 'p-pop']"
Hideyoshi,['j-rap']
Hien San,[]
Hien Thuc,"['v-pop', 'vietnamese bolero']"
Higashi,['italian trap']
High Res Lo Fi,[]
Highhot,"['thai hip hop', 'thai trap', 'thai pop']"
Hikaru Utada,"['j-pop', 'j-r&b', 'anime']"
Hiljson Mandela,[]
Hillsong Worship,"['worship', 'christian', 'ccm', 'gospel']"
Hindia,"['indonesian indie', 'indonesian pop']"
Hino,"['v-pop', 'vietnamese lo-fi']"
Hipz,"['vietnamese hip hop', 'v-pop']"
Hiro,[]
Hiten,"['desi hip hop', 'hindi hip hop', 'haryanvi pop', 'punjabi pop', 'punjabi hip hop']"
Hivi!,"['indonesian pop', 'indonesian indie']"
HiếuK,"['vinahouse', 'v-pop']"
Hiền Anh,['v-pop']
Hiền Hồ,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']"
Hiền Mai,['v-pop']
Hiền VK,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
Ho Trung Dung,"['v-pop', 'vietnamese bolero']"
Hoang Rapper,"['vinahouse', 'vietnamese hip hop', 'v-pop', 'thai hip hop']"
Hoaprox,['v-pop']
Honk!,"['schlagerparty', 'schlager']"
Hooja,['epadunk']
Hornet La Frappe,['pop urbaine']
Hoshi,['k-pop']
Host Nguyên Khang,['v-pop']
Hotel Ugly,[]
Houari,['pop urbaine']
House Of Pain,['hip hop']
Hov1,[]
Howard Carpendale,"['schlager', 'schlagerparty', 'neue deutsche welle']"
Hozier,"['blues', 'blues rock', 'chamber pop', 'folk rock', 'indie rock', 'pop rock', 'pop soul', 'rock', 'singer-songwriter', 'soul']"
Hoà Minzy,"['v-pop', 'vinahouse']"
Hoài Lâm,"['v-pop', 'vietnamese bolero', 'bolero', 'vietnamese lo-fi']"
Hoài Sa,[]
Hoàng Anh Khang,['vietnamese bolero']
Hoàng Duyên,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
Hoàng Dũng,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']"
Hoàng Dững,['v-pop']
Hoàng Green,"['v-pop', 'vietnamese hip hop']"
Hoàng Hải,"['v-pop', 'vietnamese bolero', 'bolero']"
Hoàng Hồng Ngọc,['v-pop']
Hoàng Kỳ Nam,['v-pop']
Hoàng LV,['v-pop']
Hoàng Mỹ An,"['vietnamese bolero', 'v-pop']"
Hoàng Oanh,"['vietnamese bolero', 'bolero']"
Hoàng Rob,"['vietnamese hip hop', 'v-pop', 'vietnamese lo-fi']"
Hoàng Thùy Linh,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']"
Hoàng Thống,"['vietnam indie', 'v-pop', 'vietnamese lo-fi']"
Hoàng Thục Linh,"['vietnamese bolero', 'bolero', 'vinahouse', 'v-pop']"
Hoàng Touliver,[]
Hoàng Tôn,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
Hoàng Yến Chibi,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']"
Hoāng,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']"
Hrishi Giridhar,[]
Hugo & Guilherme,"['sertanejo', 'sertanejo universitário', 'agronejo', 'arrocha']"
Humlan Djojj,"['swedish ballads', 'ska']"
Hunny,['hindi pop']
Hunter Metts,[]
Hussain Aljassmi,"['khaleeji', 'egyptian pop', 'mahraganat', 'egyptian shaabi']"
Hustlang Heily,"['vietnamese hip hop', 'v-pop']"
Hustlang Robber,"['vietnamese hip hop', 'v-pop']"
Huy Lee,['vinahouse']
Huy PT,['v-pop']
Huy Thái,"['vinahouse', 'vietnamese hip hop', 'v-pop']"
Huy Vạc,"['vietnamese lo-fi', 'vinahouse', 'v-pop']"
HuyNo,[]
HuyR,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop', 'vinahouse']"
HuyTran,['v-pop']
Huynh Phan Trong Quynh,['v-pop']
Huyền Anh,"['vinahouse', 'v-pop']"
Huyền Baby,"['v-pop', 'vinahouse']"
Huỳnh James,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
Huỳnh Thanh Bình,[]
Huỳnh Tú,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']"
Hver gang vi møtes,"['norwegian pop', 'norwegian rap']"
Hyarways,"['vietnamese lo-fi', 'v-pop', 'lo-fi']"
Hyce,"['afrobeats', 'afrobeat', 'afropop']"
Hz Catchers,[]
Hà Anh,"['v-pop', 'vietnam indie']"
Hà Anh Tuấn,"['v-pop', 'vietnam indie']"
Hà Kino,['v-pop']
Hà Linh,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
Hà Lê,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
Hà Nhi,"['v-pop', 'vinahouse', 'vietnamese lo-fi', 'vietnam indie']"
Hà Trà Đá,"['v-pop', 'vietnamese hip hop']"
Hà Trần,"['v-pop', 'vietnamese bolero']"
Hào,"['vietnam indie', 'v-pop']"
Hùng Huỳnh,"['v-pop', 'vietnamese hip hop']"
Hưng Cacao,['v-pop']
Hưng Cao,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Hương Giang,"['v-pop', 'vietnamese bolero']"
Hương Lan,"['vietnamese bolero', 'bolero']"
Hương Ly,"['vinahouse', 'v-pop', 'vietnamese lo-fi', 'vietnamese bolero']"
Hương Lý,['v-pop']
Hương Thơ,['v-pop']
Hương Thủy,"['vietnamese bolero', 'bolero', 'v-pop']"
Hạnh Nguyên,['has german audiobooks']
Hạnh Sino,"['v-pop', 'vinahouse', 'vietnamese hip hop']"
Hải Bột,"['vietnam indie', 'v-pop']"
Hải Nam,['vinahouse']
Hải Đăng Doo,['v-pop']
Hậu Hoàng,['v-pop']
Hậu Vi,[]
Hằng BingBoong,"['vinahouse', 'v-pop', 'vietnam indie']"
Hồ Lệ Thu,"['vietnamese bolero', 'v-pop']"
Hồ Ngọc Hà,"['v-pop', 'vinahouse']"
Hồ Quang Hiếu,"['v-pop', 'vinahouse', 'vietnamese bolero', 'vietnamese lo-fi']"
Hồ Việt Trung,"['vietnamese bolero', 'v-pop', 'vinahouse', 'vietnamese lo-fi', 'bolero']"
Hồng Dương,"['vinahouse', 'vietnamese lo-fi', 'v-pop']"
Hồng Nhung,"['v-pop', 'vietnamese bolero']"
Hồng Sơn,['v-pop']
Hổ,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
Hứa Kim Tuyền,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
I.M(NO.MERCY),['rapper']
ICD,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
ICM,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']"
ICY FAMOU$,"['vietnamese hip hop', 'v-pop']"
IIVEN,[]
IL'HAN,[]
ILLIT,['k-pop']
IN-K,"['chinese r&b', 'c-pop', 'gufeng', 'mandopop']"
INSTASAMKA,"['hip hop', 'pop rap']"
INTERWORLD,"['phonk', 'drift phonk']"
IP Singh,"['bollywood', 'hindi pop', 'desi', 'desi pop']"
IRAH,"['drum and bass', 'bassline', 'jungle']"
ISO Supremacy,"['alternative rock', 'c64', 'chiptune', 'chiptunes', 'electronic', 'heavy metal', 'metal', 'power metal', 'sid metal']"
ITZY,['k-pop']
IU,"['k-pop', 'k-ballad']"
IVE,['k-pop']
IVOXYGEN,['phonk']
Ian Carey Project,[]
Icegergert,"['trap', 'drill']"
Idaly,[]
Idan Rafael Haviv,['mizrahi']
Idgitaf,"['indonesian pop', 'indonesian indie']"
Ikkimel,[]
Ikky,"['punjabi hip hop', 'punjabi pop', 'bhangra', 'desi', 'desi hip hop']"
Illest Morena,"['pinoy hip hop', 'pinoy r&b', 'p-pop', 'opm']"
Ilmond,"['egyptian hip hop', 'arabic rap', 'egyptian pop', 'mahraganat', 'khaleeji']"
Imagine Dragons,"['alternative pop', 'alternative rock', 'electropop', 'indie pop', 'indietronica', 'pop', 'pop rock']"
Imanbek,['slap house']
Imen Es,"['pop urbaine', 'french pop']"
Imogen Heap,"['alternative rock', 'britannique', 'british', 'indie pop', 'indietronica', 'piano pop rock', 'producer', 'producteur', 'synth-pop', 'uk']"
Ina Wroldsen,['norwegian pop']
Inderpal Moga,"['bhangra', 'punjabi hip hop', 'punjabi pop', 'desi']"
IndieK,"['vietnamese hip hop', 'v-pop']"
Indraneel,[]
Indravathi Chauhan,"['tollywood', 'telugu pop', 'tamil dance']"
Indu Sonali,"['bhojpuri pop', 'bhojiwood']"
Ink,"['2008 universal fire victim', 'blues', 'doo-wop', 'jazz', 'vocal jazz']"
Inkonnu,"['arabic rap', 'moroccan pop']"
Insomniacks,"['malay', 'malay pop', 'malaysian pop']"
Instagram Followers,[]
Intense,"['punjabi pop', 'punjabi hip hop', 'bhangra', 'desi']"
Internet Money,"['emo rap', 'hip hop', 'trap']"
Interplanetary Criminal,"['uk garage', 'breakbeat']"
Ion Miles,['german hip hop']
Irama,"['italian pop', 'pop']"
Irene-Louise Van Wyk,[]
Irina Barros,"['kizomba', 'zouk']"
Irina Kairatovna,"['hip hop', 'political', 'q-pop', 'rap']"
Irina Rimes,['added for google code-in 2016']
Irshad Kamil,"['bollywood', 'desi', 'hindi pop', 'sufi']"
Irshad Khan,['haryanvi pop']
Isaac,"['v-pop', 'vietnamese hip hop']"
Isaac Albéniz,"['classical piano', 'classical']"
Isaac Delusion,"['amarillo', 'antoine bigot', 'antoine bisou', 'cliché', 'france', 'indietronica', 'isaac delusion', ""l'impératrice"", 'loic fleury', 'microqlima', 'mooon', 'paris']"
Isaac Hale,[]
Isaac Hong,"['k-ballad', 'soundtrack']"
Isaac Stern,"['chamber music', 'classical']"
Isaac Thai,"['composer', 'spanish composer', 'to clean up']"
Isaac Tira,['lullaby']
Isaac Trager,['lullaby']
Isabel Aaiún,['flamenco']
Isabel LaRosa,"['electropop', 'alternative rock', 'hyperpop']"
Isah,"['norwegian rap', 'norwegian pop']"
Isaiah the Younger,"['chillout', 'electronic', 'psybient', 'psychill', 'psytrance']"
Isan,['v-pop']
Israel & Rodolffo,"['sertanejo', 'sertanejo universitário', 'piseiro', 'agronejo', 'arrocha']"
Issey Cross,"['drum and bass', 'liquid funk']"
It's Huy,['v-pop']
It's Lee,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Ithwasa lekhansela,[]
Ivan Cornejo,"['sad sierreño', 'corridos tumbados', 'corrido', 'música mexicana', 'sierreño']"
Ivo Martin,['german pop']
J Abdiel,[]
J Abecia,"['flamenco urbano', 'flamenco']"
J Balvin,"['reggaeton', 'latin']"
J Jade,['v-pop']
J. Cole,['rap']
J. Eskine,"['arrocha', 'piseiro', 'seresta', 'forró']"
J.Moods,[]
JAE5,"['afrobeats', 'afroswing', 'afrobeat', 'afropop']"
JAEHYUN,['nct']
JANNABI,"['k-ballad', 'k-rock']"
JAWNY,['bedroom pop']
JAY-Z,"['hip hop', 'east coast hip hop', 'rap']"
JBS,[]
JC Hung,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']"
JC Hưng,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']"
JC Reyes,['flamenco urbano']
JENNIE,['k-pop']
JERRY,"['punjabi pop', 'punjabi hip hop']"
JGKiD (Da LAB),"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
JHAYCO,"['reggaeton', 'trap latino', 'urbano latino']"
JID,"['hip hop', 'rapper', 'southern hip hop', 'trap']"
JIN,['k-pop']
JISOO,['k-pop']
JJ Lin,"['mandopop', 'c-pop', 'taiwanese pop']"
JK Cover,"['vinahouse', 'v-pop']"
JKSN,[]
JKT48,"['indonesian pop', 'c-pop']"
JMI SISSOKO,[]
JONY,[]
JSOL,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop']"
JSX,['pop urbaine']
JUUN D,"['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']"
JVKE,"['alternative pop', 'indie pop', 'pop']"
JVLI,[]
Jaani,"['punjabi pop', 'hindi pop', 'desi', 'bollywood', 'bhangra', 'desi pop']"
Jack - J97,"['v-pop', 'vietnamese lo-fi', 'vinahouse']"
Jack August,['stutter house']
Jack Dine,"['neo soul', 'alternative r&b']"
Jack Harlow,"['english', 'hip hop', 'pop rap', 'rap']"
Jack Sani,[]
Jacky Brown,[]
Jade LeMac,"['pop', 'indie pop']"
Jaden Bojsen,[]
Jagirdar RV,"['bhajan', 'devotional']"
Jagpal Sandhu,"['punjabi pop', 'haryanvi pop', 'punjabi hip hop']"
Jah Khalib,[]
Jakone,[]
Jala Brat,['hip hop']
Jam'addict,"['lo-fi', 'lo-fi beats', 'jazz beats']"
James Arthur,['soft pop']
James Blake,"['electronic', 'experimental', 'minimal', 'post-dubstep', 'singer-songwriter', 'soul']"
James Hype,"['house', 'tech house']"
Jamey Ferguson,"['nz reggae', 'reggae']"
Jamie Miller,[]
Jamule,['german hip hop']
Janakirao Ramana,"['tollywood', 'telugu pop']"
Jang Mi,['v-pop']
Janine,"['bullets', 'darkmind', 'darkmindep', 'holdme', 'janineandthemixtape', 'jxtm', 'letitrun', 'littlebit']"
Janine Berdin,"['opm', 'harana', 'p-pop', 'kundiman']"
Japãozin,"['piseiro', 'forró', 'arrocha', 'seresta', 'brega', 'sertanejo']"
Jase,"['v-pop', 'vietnamese hip hop']"
Jasiel Nuñez,"['corridos tumbados', 'corrido', 'sad sierreño', 'corridos bélicos', 'música mexicana', 'electro corridos']"
Jasleen Royal,"['hindi pop', 'bollywood', 'gujarati pop', 'desi', 'hindi indie']"
Jasmin Moallem,['mizrahi']
Jasmine Sandlas,"['bhangra', 'punjabi pop', 'desi', 'bollywood', 'desi pop', 'hindi pop']"
Jason Derulo,"['2010s', 'contemporary r&b', 'dance', 'dance-pop', 'english', 'pop', 'r&b']"
Jason Dhakal,"['opm', 'pinoy r&b', 'harana', 'pinoy indie']"
Jass Manak,"['punjabi pop', 'desi hip hop', 'bhangra', 'punjabi hip hop']"
Jauria Santa,['mexican hip hop']
Javed Ali,"['sufi', 'bollywood', 'hindi pop', 'qawwali', 'desi', 'desi pop']"
Javed-Mohsin,"['bollywood', 'hindi pop', 'desi pop']"
Javix,"['v-pop', 'vietnamese hip hop']"
Jax Jones,"['edm', 'house']"
Jaxomy,[]
Jay Bach,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Jay Chou,"['mandopop', 'c-pop', 'taiwanese pop', 'gufeng', 'cantopop']"
Jay Park,"['k-rap', 'k-pop']"
Jay R,"['opm', 'pinoy r&b', 'p-pop', 'harana', 'pinoy hip hop']"
Jay Trak,"['punjabi hip hop', 'punjabi pop', 'bhangra', 'desi']"
Jay Wheeler,['reggaeton']
JayKii,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
Jayci yucca,"['k-rap', 'k-ballad']"
Jaymes Young,"['pop', 'folk pop', 'electronic', 'alternative rock', 'indie pop']"
Jayrun,"['thai hip hop', 'thai trap', 'thai pop', 't-pop']"
Jaz,[]
Jazeek,['german hip hop']
Jazmine Sullivan,"['r&b', 'neo soul']"
Jazzworx,"['gqom', 'amapiano', 'afro house']"
Jazzy,"['dance-pop', 'vocal house']"
Jeetu Sharma,"['bhajan', 'devotional']"
Jeez Suave,[]
Jeff Redd,['turkish hip hop']
Jelly Roll,"['country hip hop', 'country']"
Jeon Gunho,['k-ballad']
Jere Klein,"['reggaeton chileno', 'chilean mambo', 'chilean trap', 'rkt', 'mambo', 'turreo']"
Jeremy Zucker,"['indie pop', 'pop']"
Jerry Di,['reggaeton']
Jerry Heil,['eurovision 2024 artists']
Jesse & Joy,['latin pop']
Jessi Uribe,"['ranchera', 'popular colombian music', 'vallenato', 'banda']"
Jessie J,"['contemporary r&b', 'pop', 'r&b', 'soul']"
Jesus Image,"['worship', 'gospel']"
Jevin Gill,"['desi hip hop', 'hindi hip hop']"
Jex,[]
Jhené Aiko,['r&b']
Jhon Alex Castaño,"['popular colombian music', 'ranchera', 'vallenato']"
Jhonny Rivera,"['popular colombian music', 'ranchera', 'vallenato']"
Ji Yeon,['v-pop']
Jiandro,"['jersey club', 'phonk']"
Jimbo J,['mizrahi']
Jimin,['k-pop']
Jimmi Nguyen,"['vinahouse', 'vietnamese bolero', 'v-pop', 'bolero']"
Jin,['k-pop']
Jin Dogg,"['j-rap', 'k-rap']"
Jingyi Liu,['edm']
Jireel,[]
Jmi Ko,['v-pop']
Joaquin Medina,"['electro corridos', 'corrido', 'corridos tumbados', 'corridos bélicos', 'reggaeton mexa']"
Joe L Barnes,"['worship', 'christian', 'pop worship', 'christian pop']"
Joeboy,"['afrobeats', 'afrobeat', 'afropop', 'afro soul', 'hiplife', 'afroswing', 'alté']"
Joel Corry,['dance pop']
Joel Lwaga,"['african gospel', 'gospel', 'bongo flava']"
John + Jane Q. Public,[]
John Legend,"['soft pop', 'neo soul']"
John Mayer,['singer-songwriter']
Joji,"['alt-pop', 'alternative r&b', 'art pop', 'ballad', 'instrumental hip hop', 'lo-fi hip hop', 'r&b/soul', 'trip hop']"
